platform filter|title|age|releaseDate|BADLANGUAGE|DISCRIMINATION|DRUGS|FEAR|GAMBLING|SEX|VIOLENCE|INGAMEPURCHASES|content|publisher|platform list
Nintendo DS|Sumico|3|03/11/2014|N|N|N|N|N|N|N|N||Engine Software|Nintendo 3DS
Nintendo DS|WRC: Official Game of the FIA World Rally Championship|3|31/10/2014|N|N|N|N|N|N|N|N||Bigben Interactive SA|Nintendo 3DS
Nintendo DS|Flick Golf 3D|3|31/10/2014|N|N|N|N|N|N|N|N||FullFat Productions Ltd|Nintendo 3DS
Nintendo DS|Gargoyle's Quest II: The Demon Darkness|7|30/10/2014|N|N|N|N|N|N|Y|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Donkey Kong Land 3|3|30/10/2014|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Zombie Panic in Wonderland DX|12|30/10/2014|N|N|N|N|N|N|Y|N||Akaoni Studio S.L|Nintendo 3DS
Nintendo DS|Meine Pferde-Praxis 3D|3|30/10/2014|N|N|N|N|N|N|N|N||Treva Entertainment Gmbh|Nintendo 3DS
Nintendo DS|Supermodel 3D|3|29/10/2014|N|N|N|N|N|N|N|N||Treva Entertainment Gmbh|Nintendo 3DS
Nintendo DS|Tetris Ultimate|3|28/10/2014|N|N|N|N|N|N|N|N||Ubisoft EMEA|Nintendo 3DS
Nintendo DS|Hello Kitty and Sanrio Friends 3D Racing|3|27/10/2014|N|N|N|N|N|N|N|N||PQube Limited|Nintendo 3DS
Nintendo DS|Disney Magical World|7|24/10/2014|N|N|N|N|N|N|Y|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Pac-Man and the Ghostly Adventures 2|7|24/10/2014|N|N|N|Y|N|N|Y|N||BANDAI NAMCO ENTERTAINMENT EUROPE S.A.S.|Nintendo 3DS
Nintendo DS|Teenage Mutant Ninja Turtles: Danger of the Ooze|12|24/10/2014|N|N|N|N|N|N|Y|N|The Teenage Mutant Ninja Turtles fight through urban, subterranean and interdimensional platformer levels, encountering a variety of mutant and robot enemies in their quest to stop the Shredder and his...|Activision Blizzard UK Ltd|Nintendo 3DS
Nintendo DS|Mindfeud|3|24/10/2014|N|N|N|N|N|N|N|N||Engine Software|Nintendo 3DS
Nintendo DS|Proun+|3|24/10/2014|N|N|N|N|N|N|N|N||Engine Software|Nintendo 3DS
Nintendo DS|Donkey Kong Land 2|3|23/10/2014|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Legend of the River King 2|3|23/10/2014|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Supermodel 3D|3|29/10/2014|N|N|N|N|N|N|N|N||Treva Entertainment Gmbh|Nintendo 3DS
Nintendo DS|Tetris Ultimate|3|28/10/2014|N|N|N|N|N|N|N|N||Ubisoft EMEA|Nintendo 3DS
Nintendo DS|Hello Kitty and Sanrio Friends 3D Racing|3|27/10/2014|N|N|N|N|N|N|N|N||PQube Limited|Nintendo 3DS
Nintendo DS|Disney Magical World|7|24/10/2014|N|N|N|N|N|N|Y|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Pac-Man and the Ghostly Adventures 2|7|24/10/2014|N|N|N|Y|N|N|Y|N||BANDAI NAMCO ENTERTAINMENT EUROPE S.A.S.|Nintendo 3DS
Nintendo DS|Teenage Mutant Ninja Turtles: Danger of the Ooze|12|24/10/2014|N|N|N|N|N|N|Y|N|The Teenage Mutant Ninja Turtles fight through urban, subterranean and interdimensional platformer levels, encountering a variety of mutant and robot enemies in their quest to stop the Shredder and his...|Activision Blizzard UK Ltd|Nintendo 3DS
Nintendo DS|Mindfeud|3|24/10/2014|N|N|N|N|N|N|N|N||Engine Software|Nintendo 3DS
Nintendo DS|Proun+|3|24/10/2014|N|N|N|N|N|N|N|N||Engine Software|Nintendo 3DS
Nintendo DS|Donkey Kong Land 2|3|23/10/2014|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Legend of the River King 2|3|23/10/2014|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Street Fighter 2010: The Final Fight|7|02/10/2014|N|N|N|N|N|N|Y|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Winx Club: Saving Alfea|7|30/09/2014|N|N|N|N|N|N|Y|N||Little Orbit Europe, LTD.|Nintendo 3DS
Nintendo DS|Winx Club: Saving Alfea|7|30/09/2014|N|N|N|N|N|N|Y|N||Little Orbit Europe, LTD.|Nintendo DS
Nintendo DS|Toys vs Monsters|3|30/09/2014|N|N|N|N|N|N|N|N||Enjoyup Games, S.L.|Nintendo 3DS
Nintendo DS|Fantasy Life|7|26/09/2014|N|N|N|N|N|N|Y|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Meine Tierstation im Outback 3D|3|26/09/2014|N|N|N|N|N|N|N|N||Treva Entertainment Gmbh|Nintendo 3DS
Nintendo DS|Glory of Generals|7|26/09/2014|N|N|N|N|N|N|Y|N|Glory of Generals is a turn-based strategy game set during World War II. and comprises 64 campaigns between 1939 AD and 1945 AD including the Western front, the Eastern front, North Africa, and Antarctica.|Circle Entertainment Ltd|Nintendo 3DS
Nintendo DS|Undead Bowling|16|25/09/2014|N|N|N|N|N|N|Y|N|Fight the apocalypse from a bowling alley, with zombies replacing the pins.|Joindots GmbH|Nintendo 3DS
Nintendo DS|Game &amp; Watch Gallery 3|3|25/09/2014|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Theatrhythm Final Fantasy Curtain Call|12|19/09/2014|N|N|N|N|N|N|Y|N|Tap to the rhythm of Final Fantasy's musical score.|Square Enix Ltd|Nintendo 3DS
Nintendo DS|Street Fighter 2010: The Final Fight|7|02/10/2014|N|N|N|N|N|N|Y|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Winx Club: Saving Alfea|7|30/09/2014|N|N|N|N|N|N|Y|N||Little Orbit Europe, LTD.|Nintendo 3DS
Nintendo DS|Winx Club: Saving Alfea|7|30/09/2014|N|N|N|N|N|N|Y|N||Little Orbit Europe, LTD.|Nintendo DS
Nintendo DS|Toys vs Monsters|3|30/09/2014|N|N|N|N|N|N|N|N||Enjoyup Games, S.L.|Nintendo 3DS
Nintendo DS|Fantasy Life|7|26/09/2014|N|N|N|N|N|N|Y|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Meine Tierstation im Outback 3D|3|26/09/2014|N|N|N|N|N|N|N|N||Treva Entertainment Gmbh|Nintendo 3DS
Nintendo DS|Glory of Generals|7|26/09/2014|N|N|N|N|N|N|Y|N|Glory of Generals is a turn-based strategy game set during World War II. and comprises 64 campaigns between 1939 AD and 1945 AD including the Western front, the Eastern front, North Africa, and Antarctica.|Circle Entertainment Ltd|Nintendo 3DS
Nintendo DS|Undead Bowling|16|25/09/2014|N|N|N|N|N|N|Y|N|Fight the apocalypse from a bowling alley, with zombies replacing the pins.|Joindots GmbH|Nintendo 3DS
Nintendo DS|Game &amp; Watch Gallery 3|3|25/09/2014|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Theatrhythm Final Fantasy Curtain Call|12|19/09/2014|N|N|N|N|N|N|Y|N|Tap to the rhythm of Final Fantasy's musical score.|Square Enix Ltd|Nintendo 3DS
Nintendo DS|Street Fighter 2010: The Final Fight|7|02/10/2014|N|N|N|N|N|N|Y|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Winx Club: Saving Alfea|7|30/09/2014|N|N|N|N|N|N|Y|N||Little Orbit Europe, LTD.|Nintendo 3DS
Nintendo DS|Winx Club: Saving Alfea|7|30/09/2014|N|N|N|N|N|N|Y|N||Little Orbit Europe, LTD.|Nintendo DS
Nintendo DS|Toys vs Monsters|3|30/09/2014|N|N|N|N|N|N|N|N||Enjoyup Games, S.L.|Nintendo 3DS
Nintendo DS|Fantasy Life|7|26/09/2014|N|N|N|N|N|N|Y|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Meine Tierstation im Outback 3D|3|26/09/2014|N|N|N|N|N|N|N|N||Treva Entertainment Gmbh|Nintendo 3DS
Nintendo DS|Glory of Generals|7|26/09/2014|N|N|N|N|N|N|Y|N|Glory of Generals is a turn-based strategy game set during World War II. and comprises 64 campaigns between 1939 AD and 1945 AD including the Western front, the Eastern front, North Africa, and Antarctica.|Circle Entertainment Ltd|Nintendo 3DS
Nintendo DS|Undead Bowling|16|25/09/2014|N|N|N|N|N|N|Y|N|Fight the apocalypse from a bowling alley, with zombies replacing the pins.|Joindots GmbH|Nintendo 3DS
Nintendo DS|Game &amp; Watch Gallery 3|3|25/09/2014|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Theatrhythm Final Fantasy Curtain Call|12|19/09/2014|N|N|N|N|N|N|Y|N|Tap to the rhythm of Final Fantasy's musical score.|Square Enix Ltd|Nintendo 3DS
Nintendo DS|Survivor - Heroes|3|31/07/2014|N|N|N|N|N|N|N|N||Bigben Interactive SA|Nintendo 3DS
Nintendo DS|Vacation Adventures: Park Ranger 2|3|31/07/2014|N|N|N|N|N|N|N|N||Filematch Ltd T/A Microvalue|Nintendo 3DS
Nintendo DS|101 Pony Pets|3|30/07/2014|N|N|N|N|N|N|N|N||MPS Multimedia Inc., DBA Selectsoft, Select|Nintendo 3DS
Nintendo DS|Scooby-Doo! &amp; Looney Tunes Cartoon Universe: Adventure|7|29/07/2014|N|N|N|N|N|N|Y|N||Warner Brothers Entertainment UK Ltd|Nintendo 3DS
Nintendo DS|LEGO Ninjago: Nindroids|7|25/07/2014|N|N|N|N|N|N|Y|N||Warner Brothers Entertainment UK Ltd|Nintendo 3DS
Nintendo DS|PokÃ©mon Trading Card Game|3|10/07/2014|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|PokÃ©mon Art Academy|3|04/07/2014|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Chibi-Robo! Let's Go, Photo!|3|03/07/2014|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|One Piece Unlimited World Red|12|27/06/2014|Y|N|N|N|N|N|Y|N|One Piece: Unlimited World Red a âmulti action-adventureâ game.|BANDAI NAMCO ENTERTAINMENT EUROPE S.A.S.|Nintendo 3DS
Nintendo DS|TRANSFORMERS: Rise of the Dark Spark|7|27/06/2014|N|N|N|N|N|N|Y|N||Activision Blizzard UK Ltd|Nintendo 3DS
Nintendo DS|Meine Tiere &amp; Ich 3D|3|27/06/2014|N|N|N|N|N|N|N|N||Treva Entertainment Gmbh|Nintendo 3DS
Nintendo DS|My First Songs 2|3|21/06/2014|N|N|N|N|N|N|N|N||Ringzero Game Studio Co., Ltd.|Nintendo 3DS
Nintendo DS|Yu-Gi-Oh! ZEXAL World Duel Carnival|3|20/06/2014|N|N|N|N|N|N|N|N||Konami Digital Entertainment BV|Nintendo 3DS
Nintendo DS|1001 Spikes|7|19/06/2014|N|N|N|N|N|N|Y|N||Nicalis, Inc.|Nintendo 3DS
Nintendo DS|Another World - 20th Anniversary Edition|12|18/06/2014|N|N|N|N|N|N|Y|N|Escape from a prison camp and evade capture whilst travelling through a series of dangerous environments, battling alien soldiers and wild creatures while solving numerous puzzles in order to survive.|Abrial Da Costa|Nintendo 3DS
Nintendo DS|Farming Simulator 14|3|15/06/2014|N|N|N|N|N|N|N|N||Focus Home Interactive|Nintendo 3DS
Nintendo DS|Inazuma Eleven Go: Light|12|13/06/2014|N|N|N|N|N|N|Y|N|Follow the characters from the popular Inazuma Eleven football Manga series.|Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Inazuma Eleven Go: Shadow|12|13/06/2014|N|N|N|N|N|N|Y|N|Follow the characters from the popular Inazuma Eleven football Manga series.|Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|ARC STYLE: Baseball 3D|3|12/06/2014|N|N|N|N|N|N|N|N||Arc System Works Co.,Ltd|Nintendo 3DS
Nintendo DS|How To Train Your Dragon 2|7|10/06/2014|N|N|N|N|N|N|Y|N||Little Orbit Europe, LTD.|Nintendo 3DS
Nintendo DS|TOMODACHI LIFE|3|06/06/2014|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Rabi Laby 3|3|05/06/2014|N|N|N|N|N|N|N|N||Agetec Europe Ltd|Nintendo 3DS
Nintendo DS|BearShark|3|31/05/2014|N|N|N|N|N|N|N|N||Barnstorm Games|Nintendo 3DS
Nintendo DS|Jewel Link Double Pack - Jewel Link Atlantic Quest/Jewel Link Galactic Quest|3|30/05/2014|N|N|N|N|N|N|N|N||Maximum Games Ltd|Nintendo DS
Nintendo DS|The Mysterious Cities of Gold : Secret Paths|3|30/05/2014|N|N|N|N|N|N|N|N||Ynnis Interactive|Nintendo 3DS
Nintendo DS|Quell Reflect|3|30/05/2014|N|N|N|N|N|N|N|N||Circle Entertainment Ltd|Nintendo 3DS
Nintendo DS|2048|3|30/05/2014|N|N|N|N|N|N|N|N||GameOn GmbH|Nintendo 3DS
Nintendo DS|Mario Golf|3|29/05/2014|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|The Mysterious Murasame Castle|7|29/05/2014|N|N|N|N|N|N|Y|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Atlantic Quest|3|29/05/2014|N|N|N|N|N|N|N|N||Joindots GmbH|Nintendo 3DS
Nintendo DS|Astro|7|29/05/2014|N|N|N|N|N|N|Y|N|Pilot your ship through the levels, blasting all the pirate ships and asteroids.|Enjoy Gaming Ltd|Nintendo DSi - DSiWare
Nintendo DS|Zombie Blaster|12|29/05/2014|Y|N|N|N|N|N|Y|N|Blast your way through the zombies, skeletons and ghouls to escape the mad scientist.|Enjoy Gaming Ltd|Nintendo DSi - DSiWare
Nintendo DS|Atlantic Quest &amp; Galactic Quest|3|29/05/2014|N|N|N|N|N|N|N|N||Joindots GmbH|Nintendo DS
Nintendo DS|COCORO - Line defender|3|29/05/2014|N|N|N|N|N|N|N|N||MOVING PLAYER|Nintendo 3DS
Nintendo DS|Etrian Odyssey Untold: The Millenium Girl|12|23/05/2014|Y|N|N|N|N|N|Y|N|Travel the world, completing the quests and try to find out whatâs behind the earthquakes threatening your land.|NIS America, Inc|Nintendo 3DS
Nintendo DS|Legends of Oz: Dorothy's Return|3|23/05/2014|N|N|N|N|N|N|N|N||Maximum Games Ltd|Nintendo 3DS
Nintendo DS|Parking Star 3D|3|23/05/2014|N|N|N|N|N|N|N|N||Circle Entertainment Ltd|Nintendo 3DS
Nintendo DS|FIFA 15|3|23/05/2014|N|N|N|N|N|N|N|N||EA Swiss Sarl|Nintendo 3DS
Nintendo DS|Double Dragon 2: The Revenge|7|22/05/2014|N|N|N|N|N|N|Y|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Turtle Tale|3|22/05/2014|N|N|N|N|N|N|N|N||Saturnine Games|Nintendo 3DS
Nintendo DS|Picross e4|3|22/05/2014|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Siesta Fiesta|3|22/05/2014|N|N|N|N|N|N|N|N||Mojo Bones Ltd.|Nintendo 3DS
Nintendo DS|Kirby: Triple Deluxe|7|16/05/2014|N|N|N|N|N|N|Y|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Meine tierischen Patienten &amp; Ich 3D|3|15/05/2014|N|N|N|N|N|N|N|N||Treva Entertainment Gmbh|Nintendo 3DS
Nintendo DS|Toy Stunt Bike|3|14/05/2014|N|N|N|N|N|N|N|N||Wobbly Tooth Ltd|Nintendo 3DS
Nintendo DS|Pyramids 2|7|14/05/2014|N|N|N|N|N|N|Y|N|Pyramids is a puzzle/platform game where an explorer tries to get out of the pyramids with treasure.|Enjoy Gaming Ltd|Nintendo 3DS
Nintendo DS|Talking Phrasebook â 7 languages|3|12/05/2014|N|N|N|N|N|N|N|N||Sanuk Games SARL|Nintendo 3DS
Nintendo DS|THE "DENPA" MEN 3: The Rise of Digitoll|7|08/05/2014|N|N|N|N|N|N|Y|N||Genius Sonority Inc.|Nintendo 3DS
Nintendo DS|AiRace Xeno|3|08/05/2014|N|N|N|N|N|N|N|N||QubicGames S.A.|Nintendo 3DS
Nintendo DS|Mario Golf: World Tour|3|02/05/2014|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|The Amazing Spider-Man 2|12|02/05/2014|N|N|N|N|N|N|Y|N|A collection of super villains, the Hobgoblin, Lizard, Graviton, Carnage, and Mysterio, have framed Spider-Man for a bank robbery and thus he must survive several side-scrolling levels, battling various...|Activision Blizzard UK Ltd|Nintendo 3DS
Nintendo DS|Sokomania 2: Cool Job|3|24/04/2014|N|N|N|N|N|N|N|N||CINEMAX, s.r.o.|Nintendo DSi - DSiWare
Nintendo DS|Nintendo Pocket Football Club|3|17/04/2014|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Conception II: Children of the Seven Stars|16|15/04/2014|N|N|N|N|N|Y|N|N|Japanese Role playing adventure where you play a young man beginning his training as a Disciple - a human gifted with the divine powers of one of the 'Star Gods', and one of the few who can fight the monsters...|Atlus U.S.A., Inc.|Nintendo 3DS
Nintendo DS|LEGO The Hobbit|7|11/04/2014|N|N|N|Y|N|N|Y|N||Warner Brothers Entertainment UK Ltd|Nintendo 3DS
Nintendo DS|Pick-A-Gem|3|10/04/2014|N|N|N|N|N|N|N|N||HUUUGE GAMES Sp. z o. o.|Nintendo 3DS
Nintendo DS|Hello Kitty Happy Happy Family|3|03/04/2014|N|N|N|N|N|N|N|N||Bigben Interactive SA|Nintendo 3DS
Nintendo DS|Bit Boy!! ARCADE|3|03/04/2014|N|N|N|N|N|N|N|N||Bplus|Nintendo 3DS
Nintendo DS|Professor Layton vs. Phoenix Wright: Ace Attorney|12|28/03/2014|N|N|N|N|N|N|Y|N|The game follows Professor Layton, Luke Triton, Phoenix Wright and Maya Fey as they attempt to solve the mystery of the Labyrinth City. The game has two main styles of gameplay, Puzzle and Trial, which...|Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Anne's Doll Studio: Princess Collection|3|27/03/2014|N|N|N|N|N|N|N|N||Gamebridge Ltd|Nintendo DSi - DSiWare
Nintendo DS|The Amazing Spider-Man 2|12|02/05/2014|N|N|N|N|N|N|Y|N|A collection of super villains, the Hobgoblin, Lizard, Graviton, Carnage, and Mysterio, have framed Spider-Man for a bank robbery and thus he must survive several side-scrolling levels, battling various...|Activision Blizzard UK Ltd|Nintendo 3DS
Nintendo DS|Sokomania 2: Cool Job|3|24/04/2014|N|N|N|N|N|N|N|N||CINEMAX, s.r.o.|Nintendo DSi - DSiWare
Nintendo DS|Nintendo Pocket Football Club|3|17/04/2014|N|N|N|N|N|N|N|N||Nintendo of Europe GmbH|Nintendo 3DS
Nintendo DS|Conception II: Children of the Seven Stars|16|15/04/2014|N|N|N|N|N|Y|N|N|Japanese Role playing adventure where you play a young man beginning his training as a Disciple - a human gifted with the divine powers of one of the 'Star Gods', and one of the few who can fight the monsters...|Atlus U.S.A., Inc.|Nintendo 3DS
Nintendo DS|LEGO The Hobbit|7|11/04/2014|N|N|N|Y|N|N|Y|N||Warner Brothers Entertainment UK Ltd|Nintendo 3DS
