platform filter|title|age|releaseDate|BADLANGUAGE|DISCRIMINATION|DRUGS|FEAR|GAMBLING|SEX|VIOLENCE|INGAMEPURCHASES|content|publisher|platform list
Xbox One|Planet Alpha|12|21/08/2018|N|N|N|N|N|N|Y|N|PLANET ALPHA, a beautiful alien world filled with mystery and danger. Pursued by relentless enemies, you must harness the power of night and day as you struggle to survive.|Team17 Digital Limited|PlayStation 4, Nintendo Switch, Xbox One
Xbox One|Construction Simulator 2 Pocket Edition|3|21/08/2018|N|N|N|N|N|N|N|N|In Construction Simulator 2, you build your own construction company and take the wheel of 40 original, licensed construction vehicles from Caterpillar, Liebherr, Palfinger, Bell, STILL, ATLAS, and Kenworth.|Astragon Entertainment GmbH|PC, PlayStation 4, Xbox One, Nintendo Switch
Xbox One|Destination Primus Vita, Episode 1: Austin|12|17/08/2018|Y|N|N|N|N|N|N|N|In Destination Primus Vita - Episode 1: Austin, the player will experience the voyage from Earth to Primus Vita, playing as Austin, a quantum physician sent on Primus Vita to save the world! As the trip...|Epsilon Games|PC, PlayStation 4, Xbox One
Xbox One|Polygod|7|17/08/2018|N|N|N|N|N|N|Y|N|Polygod is a rogue-like, randomly generated, single &amp; multiplayer FPS with a brutal difficulty curve.|Krafted Games|Xbox One
Xbox One|Persian Nights: Sands of Wonders|12|17/08/2018|N|N|N|N|N|N|Y|N|In the absence of a mortally ill king, the Grand Vizier Zaved rules the kingdom with an iron fist, while a mysterious plague casts a dark shadow on the people of Persia. The young apothecary Tara decides...|Artifex Mundi S.A|PlayStation 4, Xbox One
Xbox One|ACA NEOGEO GAROU: MARK OF THE WOLVES|12|16/08/2018|N|N|N|N|N|N|Y|N|Ten years after crime lord Geese Howard's death, the city of Southtown has become more peaceful leading it to be known as the Second Southtown (having formerly been corrupted by Geese). A new fighting...|HAMSTER Corporation|Xbox One
Xbox One|ACA NEOGEO METAL SLUG 4|12|16/08/2018|N|N|N|N|N|N|Y|N|In the year 20XX, a cyber-terrorist group has struck out at the world by unleashing a computer virus through the internet with a sole purpose of hijacking the militaries of the world's nations. Join Marco,...|HAMSTER Corporation|Xbox One, PlayStation 4
Xbox One|Donut County|3|15/08/2018|N|N|N|N|N|N|N|N|Donut County is a physics adventure game where you control a hole in the ground. Every time you swallow something, the hole grows a little bit bigger.|Annapurna Games, LLC|PlayStation 4, Xbox One, Nintendo Switch
Xbox One|Graveyard Keeper|16|15/08/2018|N|N|Y|N|N|N|N|N|Graveyard Keeper is the most inaccurate medieval cemetery management sim of the year. Build &amp; manage your own graveyard while finding shortcuts to cut costs, expand into entertainment with witch-burning...|tinyBuild GAMES|PC, Nintendo Switch, PlayStation 4, Xbox One
Xbox One|Jack N' Jill DX|3|15/08/2018|N|N|N|N|N|N|N|N|Jack N' Jill is a cute and charming retro one button platformer. Control Jack while he runs and jumps to get past obstacles and enemies, and help him find his way to Jill.|Ratalaika Games S.L.|PlayStation 4, PlayStation Vita, Xbox One
Xbox One|The Walking Dead: The Final Season (Episode #1:DONE RUNNING)|18|14/08/2018|Y|N|N|N|N|N|Y|N|After years on the road facing threats both living and dead, a secluded school might finally be Clementine and AJâs chance for a home.|Skybound Games|PlayStation 4, Xbox One, PC, Nintendo Switch
Xbox One|Gene Rain|18|14/08/2018|N|N|N|N|N|N|Y|N|Gene Rain is a third person shooter with the story of an adventure happening in a futuristic world. In a chaotic world, there are three camps, and each one is fighting for survival based on their own beliefs.|Deeli Network Technology Co., Ltd.|PlayStation 4, Xbox One, PC
Xbox One|The Walking Dead: The Final Season - Episode 1 - Done Running|18|14/08/2018|Y|N|N|N|N|N|Y|N|After years on the road facing threats both living and dead, a secluded school might finally be Clementine and AJâs chance for a home.|Skybound Games|PlayStation 4, Xbox One, Nintendo Switch
Xbox One|Warface|16|14/08/2018|Y|N|N|N|N|N|Y|N|Warface is a free-to-play MMO first person shooter from the creators of Far Cry and Crysis. It is packed with cooperative and competitive action, a range of game modes and a wealth of weapons for you to...|My.com B.V.|PlayStation 4, Xbox One
Xbox One|Desert Child|16|14/08/2018|Y|N|N|N|N|N|N|N|In Desert Child, you are a young and talented hoverbike racer who needs to figure out how you can scrape enough cash together through racing and odd jobs to punch your one way ticket to the Red Planet...|Akupara Games, LLC|PlayStation 4, Xbox One
Xbox One|Treadnauts|3|10/08/2018|N|N|N|N|N|N|N|N|Treadnauts launches 4-player tank brawls into the sky. Drive up all the walls! Rocket jump onto the roof! Disrespect your friends by squashing them like tiny bugs! Shoot bullets out of the air! Move with...|Topstitch Games|Xbox One, PlayStation 4
Xbox One|We Happy Few|18|10/08/2018|Y|N|N|N|N|N|Y|N|We Happy Few is an action-adventure game of paranoia and survival set in a fab, glamorous 1964 England that lost WWII, where everyone takes happy pills to forget about the terrible things they did in the...|Gearbox Publishing|PlayStation 4, Xbox One, PC
Xbox One|Madden NFL 19|3|10/08/2018|N|N|N|N|N|N|N|N|Madden NFL 19 is a simulation football game in which the user can participate in the full contact action of the sport utilizing NFL teams, rules and sanctions. The user can also customize their experience...|EA Swiss Sarl|PlayStation 4, Xbox One, PC
Xbox One|Moonfall Ultimate|12|09/08/2018|Y|N|N|N|N|N|Y|N|Moonfall Ultimate is a hand-painted side-scrolling 2D action RPG beat'em up set in an industrial gothic universe named Terra Nihil. It tells a story of a once small Empire at the peak of its glory attained...|Wales Interactive Ltd|Xbox One, PlayStation 4
Xbox One|Overcooked 2|3|07/08/2018|N|N|N|N|N|N|N|N|Overcooked 2 is the sequel to the much loved, fast-paced, chaotic couch multiplayer cooking game Overcooked.|Team17 Digital Limited|PlayStation 4, Xbox One, Nintendo Switch, PC
Xbox One|Poop Slinger|7|07/08/2018|N|N|N|N|N|N|Y|N|Shoot poop at unsuspecting pedestrians. Poop Slinger includes a casual progression system. Just sling poop and unlock new maps, game modes, slingers, poop colors and attachments as you journey along....|Diggidy.net, LLC|PlayStation 4, PC, Xbox One, Mobile
Xbox One|Hyper Universe|16|07/08/2018|N|N|N|N|N|N|Y|N|Hyper Universe deftly combines action-packed scrolling combat and team-based strategic gameplay.|Nexon America Inc.|Xbox One
Xbox One|Bad North|12|02/08/2018|N|N|N|N|N|N|Y|N|Defend your idyllic island kingdom against a horde of Viking invaders, as you lead the desperate exodus of your people. Command your loyal subjects to take full tactical advantage of the unique shape of...|Raw Fury AB|PlayStation 4, Xbox One, PC
Xbox One|ACA NEOGEO PREHISTORIC ISLE 2|7|02/08/2018|N|N|N|N|N|N|Y|N|Rescue the world from an invasion of dinosaurs in this classic shooting game.|HAMSTER Corporation|Xbox One, PlayStation 4
Xbox One|State of Anarchy: Master of Mayhem|7|01/08/2018|N|N|N|N|N|N|Y|N|Prepare for bullet hell action and crazy driving! Your town is on fire, anarchy reigns the streets, aliens rampage in the sky! Grab your gun and join the fun!|Evgeniy Kolpakov|Xbox One
Xbox One|Valkyria Chronicles 4|16|01/08/2018|N|N|N|N|N|N|Y|N|Valkyria Chronicles 4 is set in the fictional WW2 based continent of Europa and follows the exploits of Squad E on behalf of the Atlantic Federation in a war against the evil Eastern Imperial Alliance....|SEGA of America, Inc.|Xbox One
Xbox One|Maria The Witch|3|31/07/2018|N|N|N|N|N|N|N|N|The objective here is to dodge all the obstacles that fly in Maria's path. Try and retry, to control her clumsy broom and travel through many different magical worlds.|NA.P.S. Team snc|Xbox One, PlayStation 4
Xbox One|Chasm|7|31/07/2018|N|N|N|Y|N|N|Y|N|Explore the depths below a remote mountain town in this procedurally-generated Adventure Platformer. Taking inspiration from hack 'n slash dungeon crawlers and Metroidvania-style platformers, Chasm will...|Bit Kid, Inc.|PlayStation 4, PlayStation Vita, Xbox One, Nintendo Switch
Xbox One|Growtopia|7|31/07/2018|N|N|N|N|N|N|Y|Y|Growtopia is a multiplayer sandbox platformer with crafting. There are no goals, just an infinite number of worlds where you create whatever you want with all your friends. Most things in Growtopia grow...|Ubisoft EMEA|PC, Nintendo Switch, PlayStation 4, Xbox One
Xbox One|Big Crown Showdown|3|31/07/2018|N|N|N|N|N|N|N|N|Big Crown: Showdown is a family party-brawler where friends become foes in a frantic fight for the Crown. Engage in chaotic combat as you attempt to knock your opponents off the obstacle course, avoid...|Sold Out Sales &amp; Marketing Limited|PlayStation 4, Xbox One, PC, Nintendo Switch
Xbox One|Airport Simulator 2019|3|31/07/2018|N|N|N|N|N|N|N|N|You are the manager of a major international airport. Your duties range from planning and allocating personnel to procuring and maintaining a vehicle fleet, facility maintenance and handling ever larger...|United Independent Entertainment GmbH|PC, PlayStation 4, Xbox One
Xbox One|8 To Glory - The Official Game of the PBR|3|31/07/2018|N|N|N|N|N|N|N|N|8 To Glory - Bull Riding, the official game of the PBR, puts you into the boots of the professional bull riders in the TOUGHEST SPORT ON DIRTÂ®. Show your skills against the baddest bulls across three...|Three Gates AB|Xbox One
Xbox One|Alwa's Awakening|7|31/07/2018|N|N|N|N|N|N|Y|N|Use your magic staff and progress through a large interconnected world where youâll solve puzzles, fight enemies and defeat bosses in order to help free the land of Alwa. Explore and uncover the secrets...|Elden Pixels ek. fÃ¶r|PlayStation 4, PlayStation Vita, Xbox One, PC
Xbox One|ACA NEOGEO PREHISTORIC ISLE 2|7|02/08/2018|N|N|N|N|N|N|Y|N|Rescue the world from an invasion of dinosaurs in this classic shooting game.|HAMSTER Corporation|Xbox One, PlayStation 4
Xbox One|State of Anarchy: Master of Mayhem|7|01/08/2018|N|N|N|N|N|N|Y|N|Prepare for bullet hell action and crazy driving! Your town is on fire, anarchy reigns the streets, aliens rampage in the sky! Grab your gun and join the fun!|Evgeniy Kolpakov|Xbox One
Xbox One|Valkyria Chronicles 4|16|01/08/2018|N|N|N|N|N|N|Y|N|Valkyria Chronicles 4 is set in the fictional WW2 based continent of Europa and follows the exploits of Squad E on behalf of the Atlantic Federation in a war against the evil Eastern Imperial Alliance....|SEGA of America, Inc.|Xbox One
Xbox One|Maria The Witch|3|31/07/2018|N|N|N|N|N|N|N|N|The objective here is to dodge all the obstacles that fly in Maria's path. Try and retry, to control her clumsy broom and travel through many different magical worlds.|NA.P.S. Team snc|Xbox One, PlayStation 4
Xbox One|Chasm|7|31/07/2018|N|N|N|Y|N|N|Y|N|Explore the depths below a remote mountain town in this procedurally-generated Adventure Platformer. Taking inspiration from hack 'n slash dungeon crawlers and Metroidvania-style platformers, Chasm will...|Bit Kid, Inc.|PlayStation 4, PlayStation Vita, Xbox One, Nintendo Switch
Xbox One|Growtopia|7|31/07/2018|N|N|N|N|N|N|Y|Y|Growtopia is a multiplayer sandbox platformer with crafting. There are no goals, just an infinite number of worlds where you create whatever you want with all your friends. Most things in Growtopia grow...|Ubisoft EMEA|PC, Nintendo Switch, PlayStation 4, Xbox One
Xbox One|Big Crown Showdown|3|31/07/2018|N|N|N|N|N|N|N|N|Big Crown: Showdown is a family party-brawler where friends become foes in a frantic fight for the Crown. Engage in chaotic combat as you attempt to knock your opponents off the obstacle course, avoid...|Sold Out Sales &amp; Marketing Limited|PlayStation 4, Xbox One, PC, Nintendo Switch
Xbox One|Airport Simulator 2019|3|31/07/2018|N|N|N|N|N|N|N|N|You are the manager of a major international airport. Your duties range from planning and allocating personnel to procuring and maintaining a vehicle fleet, facility maintenance and handling ever larger...|United Independent Entertainment GmbH|PC, PlayStation 4, Xbox One
Xbox One|8 To Glory - The Official Game of the PBR|3|31/07/2018|N|N|N|N|N|N|N|N|8 To Glory - Bull Riding, the official game of the PBR, puts you into the boots of the professional bull riders in the TOUGHEST SPORT ON DIRTÂ®. Show your skills against the baddest bulls across three...|Three Gates AB|Xbox One
Xbox One|Alwa's Awakening|7|31/07/2018|N|N|N|N|N|N|Y|N|Use your magic staff and progress through a large interconnected world where youâll solve puzzles, fight enemies and defeat bosses in order to help free the land of Alwa. Explore and uncover the secrets...|Elden Pixels ek. fÃ¶r|PlayStation 4, PlayStation Vita, Xbox One, PC
Xbox One|ACA NEOGEO PREHISTORIC ISLE 2|7|02/08/2018|N|N|N|N|N|N|Y|N|Rescue the world from an invasion of dinosaurs in this classic shooting game.|HAMSTER Corporation|Xbox One, PlayStation 4
Xbox One|State of Anarchy: Master of Mayhem|7|01/08/2018|N|N|N|N|N|N|Y|N|Prepare for bullet hell action and crazy driving! Your town is on fire, anarchy reigns the streets, aliens rampage in the sky! Grab your gun and join the fun!|Evgeniy Kolpakov|Xbox One
Xbox One|Valkyria Chronicles 4|16|01/08/2018|N|N|N|N|N|N|Y|N|Valkyria Chronicles 4 is set in the fictional WW2 based continent of Europa and follows the exploits of Squad E on behalf of the Atlantic Federation in a war against the evil Eastern Imperial Alliance....|SEGA of America, Inc.|Xbox One
Xbox One|Maria The Witch|3|31/07/2018|N|N|N|N|N|N|N|N|The objective here is to dodge all the obstacles that fly in Maria's path. Try and retry, to control her clumsy broom and travel through many different magical worlds.|NA.P.S. Team snc|Xbox One, PlayStation 4
Xbox One|Chasm|7|31/07/2018|N|N|N|Y|N|N|Y|N|Explore the depths below a remote mountain town in this procedurally-generated Adventure Platformer. Taking inspiration from hack 'n slash dungeon crawlers and Metroidvania-style platformers, Chasm will...|Bit Kid, Inc.|PlayStation 4, PlayStation Vita, Xbox One, Nintendo Switch
Xbox One|Growtopia|7|31/07/2018|N|N|N|N|N|N|Y|Y|Growtopia is a multiplayer sandbox platformer with crafting. There are no goals, just an infinite number of worlds where you create whatever you want with all your friends. Most things in Growtopia grow...|Ubisoft EMEA|PC, Nintendo Switch, PlayStation 4, Xbox One
Xbox One|Big Crown Showdown|3|31/07/2018|N|N|N|N|N|N|N|N|Big Crown: Showdown is a family party-brawler where friends become foes in a frantic fight for the Crown. Engage in chaotic combat as you attempt to knock your opponents off the obstacle course, avoid...|Sold Out Sales &amp; Marketing Limited|PlayStation 4, Xbox One, PC, Nintendo Switch
Xbox One|Airport Simulator 2019|3|31/07/2018|N|N|N|N|N|N|N|N|You are the manager of a major international airport. Your duties range from planning and allocating personnel to procuring and maintaining a vehicle fleet, facility maintenance and handling ever larger...|United Independent Entertainment GmbH|PC, PlayStation 4, Xbox One
Xbox One|8 To Glory - The Official Game of the PBR|3|31/07/2018|N|N|N|N|N|N|N|N|8 To Glory - Bull Riding, the official game of the PBR, puts you into the boots of the professional bull riders in the TOUGHEST SPORT ON DIRTÂ®. Show your skills against the baddest bulls across three...|Three Gates AB|Xbox One
Xbox One|Alwa's Awakening|7|31/07/2018|N|N|N|N|N|N|Y|N|Use your magic staff and progress through a large interconnected world where youâll solve puzzles, fight enemies and defeat bosses in order to help free the land of Alwa. Explore and uncover the secrets...|Elden Pixels ek. fÃ¶r|PlayStation 4, PlayStation Vita, Xbox One, PC
Xbox One|Mugsters|12|17/07/2018|N|N|N|N|N|N|Y|N|Mugsters is a supercharged, action-packed puzzler with sandbox levels where you must outrun, out-manoeuvre and outsmart your enemies by experimenting with different vehicles, environmental traps and explosives.|Team17 Digital Limited|PlayStation 4, Xbox One, Nintendo Switch
Xbox One|MOTHERGUNSHIP|7|17/07/2018|N|N|N|N|N|N|Y|N|MOTHERGUNSHIP is a bullet-hell FPS where you craft your own guns, play together with your friends, fight gigantic bosses and defeat a robotic alien armada that conquered Earth.|Sold Out Sales &amp; Marketing Limited|PlayStation 4, Xbox One, PC
Xbox One|Adventure Time: Pirates of the Enchiridion|7|17/07/2018|N|N|N|N|N|N|Y|N|Ahoy! The Land of Ooo is underwater and itâs up to Finn and Jake to find out why. Join our heroes as they explore the high seas, search for hidden clues, interrogate shady suspects and fight pirates...|Outright Games|Xbox One
Xbox One|Socketeer|7|13/07/2018|N|N|N|N|N|N|Y|N|SOCKETEER is a frantic randomly generated top-down shooter where you play as a small robot that cannot shoot. Instead, the main character must hack into any electronic device and utilize it to survive....|Alliance Metaversal Studio LLC|PlayStation 4, Xbox One, PC
Xbox One|Danger Zone 2|7|13/07/2018|N|N|N|N|N|N|Y|N|Danger Zone 2 takes the crash testing action out of the Test Area and onto real public roads. A high speed driving game featuring speed, traffic and crashes, Danger Zone 2 lets players loose onto the Freeways...|Three Fields Entertainment Limited|PlayStation 4, Xbox One, PC
Xbox One|The Spectrum Retreat|12|12/07/2018|Y|N|N|N|N|N|N|N|A first-person puzzle game in which the you transfer colours between different blocks. These colours allow passage through coloured gates and across coloured floors to progress. Taking place in a beautiful,...|RipstoneLTD|PC, PlayStation 4, Xbox One, Nintendo Switch
Xbox One|ACA NEOGEO LEAGUE BOWLING|3|12/07/2018|N|N|N|N|N|N|N|N|Compete against your friends in an arcade style bowling game.|HAMSTER Corporation|Xbox One, PlayStation 4
Xbox One|Crash Bandicoot N Sane Trilogy|7|10/07/2018|N|N|N|N|N|N|Y|N|This is a remake of a popular platforming game from the 90âs. Players control a bandicoot named Crash in an effort to stop the evil Doctor Cortex from taking over the world. The game takes place in a...|Activision Blizzard UK Ltd|Xbox One
Xbox One|Defiance 2050|18|10/07/2018|Y|N|N|N|N|N|Y|N|Choose from an array of fully customizable weapons and classes, explore a futuristic open world, and engage in fast-paced third-person shooter combat.|Trion Worlds, Inc|Xbox One, PlayStation 4, PC
Xbox One|FullBlast|7|10/07/2018|N|N|N|N|N|N|Y|N|FullBlast is a side-scrolling shooter. The mission is to protect the planet from invading alien hordes. Players control a spacecraft and have to deal with waves of incoming âalien enemiesâ.|Ratalaika Games S.L.|PlayStation 4, PlayStation Vita, Xbox One
Xbox One|Wheelspin Frenzy|3|06/07/2018|N|N|N|N|N|N|N|N|This is a top down racing game where players control a small cartoony car across a winding track.|Mental Moose Games Ltd|Xbox One
Xbox One|ACA NEOGEO THE SUPER SPY|12|05/07/2018|N|N|N|N|N|N|Y|N|Eliminate all the terrorists and free the hostages from the building that has been taken over. Can you find and defeat all of the six leaders?|HAMSTER Corporation|Xbox One, PlayStation 4
Xbox One|ACA NEOGEO SAMURAI SHODOWN V|16|05/07/2018|N|N|N|N|N|N|Y|N|This game is a fighting game from SNK. One of Neo-Geo famous series which called SAMURAI SHOWDOWN.|HAMSTER Corporation|Xbox One, PlayStation 4
