platform filter|title|age|releaseDate|BADLANGUAGE|DISCRIMINATION|DRUGS|FEAR|GAMBLING|SEX|VIOLENCE|INGAMEPURCHASES|content|publisher|platform list
Xbox 360|Back to the Future The Game|16|11/10/2015|N|N|N|N|N|N|Y|N|The game is set six months after the events of the last movie when the DeLorean re-appears in Hill Valley and Marty must travel back to get help from a teenage Doc and save the space time continuum.|Telltale Games|XBox 360
Xbox 360|TRANSFORMERS: Devastation|7|09/10/2015|N|N|N|N|N|N|Y|N||Activision Blizzard UK Ltd|XBox 360
Xbox 360|Tales from the Borderlands: Episode 5 - The Vault of the Traveler|18|04/10/2015|N|N|N|N|N|N|Y|N|Story-driven adventure game. Final episode in which the location of the vault and the identity of the stranger are finally revealed.|Telltale Games|XBox 360
Xbox 360|Skylanders SuperChargers|7|03/10/2015|N|N|N|Y|N|N|Y|N||Activision Blizzard UK Ltd|XBox 360
Xbox 360|Minecraft: Story Mode - The Last Place You Look|12|26/10/2015|Y|N|N|N|N|N|N|N|Continue the story with Jesse, Reuben and friends as they look for Soren in the End.|Telltale Games|XBox 360
Xbox 360|Guitar Hero Live|12|23/10/2015|Y|N|N|N|N|N|N|N|In Guitar Hero Live, youâll take the stage in a variety of venues. You'll play in the small clubs and on the massive main stage of an outdoor festival, rocking out every step of the way.|Activision Blizzard UK Ltd|XBox 360
Xbox 360|Adventure Time: Finn and Jake Investigations|7|23/10/2015|N|N|N|N|N|N|Y|N||Little Orbit Europe, LTD.|XBox 360
Xbox 360|Just Dance 2016|3|23/10/2015|N|N|N|N|N|N|N|N||Ubisoft EMEA|XBox 360
Xbox 360|Just Dance Disney Party 2|3|22/10/2015|N|N|N|N|N|N|N|N||Ubisoft EMEA|XBox 360
Xbox 360|Goosebumps: The Game|7|14/10/2015|N|N|N|Y|N|N|N|N||GameMill Entertainment|XBox 360
Xbox 360|Back to the Future The Game|16|11/10/2015|N|N|N|N|N|N|Y|N|The game is set six months after the events of the last movie when the DeLorean re-appears in Hill Valley and Marty must travel back to get help from a teenage Doc and save the space time continuum.|Telltale Games|XBox 360
Xbox 360|TRANSFORMERS: Devastation|7|09/10/2015|N|N|N|N|N|N|Y|N||Activision Blizzard UK Ltd|XBox 360
Xbox 360|Tales from the Borderlands: Episode 5 - The Vault of the Traveler|18|04/10/2015|N|N|N|N|N|N|Y|N|Story-driven adventure game. Final episode in which the location of the vault and the identity of the stranger are finally revealed.|Telltale Games|XBox 360
Xbox 360|Skylanders SuperChargers|7|03/10/2015|N|N|N|Y|N|N|Y|N||Activision Blizzard UK Ltd|XBox 360
Xbox 360|Destiny - The Taken King|16|15/09/2015|N|N|N|N|N|N|Y|N|Expansion to Destiny, a game in which you are a Guardian of the last city on Earth. Explore the solar system, defeating Earths enemies, to reclaim what weâve lost.|Bungie, Inc.|XBox 360
Xbox 360|Minecraft Story Mode: The Order of the Stone|12|14/09/2015|Y|N|N|N|N|N|N|N|Jesse and his group of friends revere the legendary Order of the Stone; four adventurers who slayed an Ender Dragon. The Order are the very best at what they do: Warrior, Redstone Engineer, Griefer, and...|Telltale Games|XBox 360
Xbox 360|Minecraft: Story Mode - Season Pass Disc|12|14/09/2015|Y|N|N|N|N|N|N|N|Jesse and his group of friends revere the legendary Order of the Stone; four adventurers who slayed an Ender Dragon. The Order are the very best at what they do: Warrior, Redstone Engineer, Griefer, and...|Telltale Games|XBox 360
Xbox 360|Cobalt Xbox Edition|12|07/09/2015|Y|N|N|N|N|N|Y|N|Cobalt is a side scrolling game about cyborgs, weapons and super slow-motion evasive manoeuvres, including combat rolls, rail slides, rocket punches and wall jumps.|Microsoft studios|XBox 360
Xbox 360|Caladrius|12|04/09/2015|N|N|N|N|N|Y|N|N|The game is an arcade style top down shooter in which the player pilots a small craft that fires various types of bright projectiles at on coming enemy ships that fire at you.|MOSS Co., Ltd.|XBox 360
Xbox 360|Rugby World Cup 2015|3|04/09/2015|N|N|N|N|N|N|N|N||Bigben Interactive SA|XBox 360
Xbox 360|Metal Gear Solid V: The Phantom Pain|18|01/09/2015|Y|N|N|N|N|N|Y|N|In the aftermath of the events of Ground Zeroes and the destruction of Militaires Sans FrontiÃ¨rs (commonly abbreviated as MSF), Snake falls into a coma. Nine years later, he awakes and helps lead a new...|Konami Digital Entertainment BV|XBox 360
Xbox 360|Marvel Puzzle Quest: Dark Reign|7|29/08/2015|N|N|N|Y|N|N|N|N||D3Publisher of America, Inc|XBox 360
Xbox 360|Disney Infinity 3.0: Play Without Limits|7|28/08/2015|N|N|N|Y|N|N|Y|N||The Walt Disney Company Ltd|XBox 360
Xbox 360|Goat Simulator: Mmore Goatz Edition|12|26/08/2015|N|N|N|N|N|N|Y|N|Third-person action game. Control a goat and perform objectives to increase your score. This title is comprised of the 'Goat MMO Simulator' and zombie 'GoatZ' modes.|Double Eleven Limited|XBox 360
Xbox 360|Frozen Free Fall: Snowball Fight|3|25/08/2015|N|N|N|N|N|N|N|N||The Walt Disney Company Ltd|XBox 360
Xbox 360|Madden NFL 16|3|25/08/2015|N|N|N|N|N|N|N|N||EA Swiss Sarl|XBox 360
Xbox 360|Tales from the Borderlands: Episode 4 - Escape Plan Bravo|18|01/08/2015|N|N|N|N|N|N|Y|N|Continue the story as Fiona and crew go looking for a beacon.|Telltale Games|XBox 360
Xbox 360|King's Quest: A Knight to Remember|12|29/07/2015|N|N|N|N|N|N|Y|N|Grahamâs journey to recover the Magic Mirror from a dragonâs lair to his quest to become a knight, with plenty of puzzles and challenges along the way.|Activision Blizzard UK Ltd|XBox 360
Xbox 360|Deadliest Warrior: Battlegrounds|18|21/07/2015|N|N|N|N|N|N|Y|N|Based on the TV series, the game allows players to take control of various warriors from different time periods, utilizing their own unique sets of weapons, armour, and fighting styles.|345 Games-MTV Networks|XBox 360
Xbox 360|Game of Thrones: Episode 5 - A Nest Of Vipers|18|21/07/2015|Y|N|N|N|N|N|Y|N|The story revolves around the northern House Forrester, rulers of the Ironwood, whose members, including the five playable characters, attempt to save their family and themselves after ending up on the...|Telltale Games|XBox 360
Xbox 360|Rugby League Live 3|3|15/07/2015|N|N|N|N|N|N|N|N||Home Entertainment Suppliers Pty Ltd|XBox 360
Xbox 360|MotoGP15|3|19/06/2015|N|N|N|N|N|N|N|N||Milestone S.r.l.|XBox 360
Xbox 360|Legend of Kay Anniversary|12|12/06/2015|Y|N|N|N|N|N|Y|N|Action-adventure game. In the mystical land of Yenching, the long-standing peace between cats, hares, frogs and pandas is shattered by invading rats and gorillas. It is up to a young cat named Kay to liberate...|THQ Nordic|XBox 360
Xbox 360|LEGO Jurassic World|7|08/06/2015|N|N|N|Y|N|N|Y|N||Warner Brothers Entertainment UK Ltd|XBox 360
Xbox 360|Frozen Free Fall: Snowball Fight|3|25/08/2015|N|N|N|N|N|N|N|N||The Walt Disney Company Ltd|XBox 360
Xbox 360|Madden NFL 16|3|25/08/2015|N|N|N|N|N|N|N|N||EA Swiss Sarl|XBox 360
Xbox 360|Tales from the Borderlands: Episode 4 - Escape Plan Bravo|18|01/08/2015|N|N|N|N|N|N|Y|N|Continue the story as Fiona and crew go looking for a beacon.|Telltale Games|XBox 360
Xbox 360|King's Quest: A Knight to Remember|12|29/07/2015|N|N|N|N|N|N|Y|N|Grahamâs journey to recover the Magic Mirror from a dragonâs lair to his quest to become a knight, with plenty of puzzles and challenges along the way.|Activision Blizzard UK Ltd|XBox 360
Xbox 360|Deadliest Warrior: Battlegrounds|18|21/07/2015|N|N|N|N|N|N|Y|N|Based on the TV series, the game allows players to take control of various warriors from different time periods, utilizing their own unique sets of weapons, armour, and fighting styles.|345 Games-MTV Networks|XBox 360
Xbox 360|Game of Thrones: Episode 5 - A Nest Of Vipers|18|21/07/2015|Y|N|N|N|N|N|Y|N|The story revolves around the northern House Forrester, rulers of the Ironwood, whose members, including the five playable characters, attempt to save their family and themselves after ending up on the...|Telltale Games|XBox 360
Xbox 360|Rugby League Live 3|3|15/07/2015|N|N|N|N|N|N|N|N||Home Entertainment Suppliers Pty Ltd|XBox 360
Xbox 360|MotoGP15|3|19/06/2015|N|N|N|N|N|N|N|N||Milestone S.r.l.|XBox 360
Xbox 360|Legend of Kay Anniversary|12|12/06/2015|Y|N|N|N|N|N|Y|N|Action-adventure game. In the mystical land of Yenching, the long-standing peace between cats, hares, frogs and pandas is shattered by invading rats and gorillas. It is up to a young cat named Kay to liberate...|THQ Nordic|XBox 360
Xbox 360|LEGO Jurassic World|7|08/06/2015|N|N|N|Y|N|N|Y|N||Warner Brothers Entertainment UK Ltd|XBox 360
Xbox 360|Game of Thrones - Episode 3: The Sword in the Darkness|18|24/03/2015|Y|N|N|N|N|N|Y|N|Interactive game taken from the Game of Thrones saga. Follows straight on from episode 2 and will require episode 1 in order to play.|Telltale Games|XBox 360
Xbox 360|Goat Simulator|12|20/03/2015|N|N|N|N|N|N|Y|N|Control a goat and perform quests / objectives and increase your score.|Double Eleven Limited|XBox 360
Xbox 360|RIDE|3|20/03/2015|N|N|N|N|N|N|N|N||Milestone S.r.l.|XBox 360
Xbox 360|Battlefield: Hardline|18|17/03/2015|Y|N|Y|N|N|N|Y|N|Taking a turn from the military settings of the Battlefield series, Battlefield Hardline follows Nick Mendoza, a young detective embroiled in Miamiâs drug war.|EA Swiss Sarl|XBox 360
Xbox 360|Sniper Elite 3 Ultimate Edition|16|13/03/2015|N|N|N|N|N|N|Y|N|Third-person tactical shooter set in the dying days of WWII. The Ultimate Edition includes added missions, weapons packs and maps.|505 Games S.p.A|XBox 360
Xbox 360|The Evil Within: The Assignment|18|10/03/2015|Y|N|N|N|N|N|Y|N|In the Evil Within, you play as Detective Seb Castellanos who is ambushed and knocked unconscious while investigating a mass murder, only to awaken to a deranged world of hideous creatures. The Assignment...|ZeniMax Europe Limited/Bethesda Softworks Europe|XBox 360
Xbox 360|ScreamRide|12|03/03/2015|N|N|N|N|N|N|Y|N|ScreamRide is a physics-based rollercoaster building and testing game where creativity and destruction are equally welcomed.|Microsoft studios|XBox 360
Xbox 360|Dead or Alive 5 Last Round|16|20/02/2015|N|N|N|N|N|Y|Y|N|Tournament based martial arts fighting game. Gameplay follows the paths of your chosen fighters.|Koei Tecmo Europe Ltd|XBox 360
Xbox 360|Resident Evil Revelations 2|18|17/02/2015|Y|N|N|N|N|N|Y|N|Claire Redfield and Barry Burtonâs daughter Moira have been kidnapped and left in abandoned prison on a deserted island and must fight zombies and afflicted creatures in order to survive.|CE Europe Ltd.|XBox 360
Xbox 360|Monster Jam Battlegrounds|7|15/02/2015|N|N|N|N|N|N|Y|N||GameMill Entertainment|XBox 360
Xbox 360|Shooting Love 200X|7|14/02/2015|N|N|N|N|N|N|Y|N||Triangle Service Corp.|XBox 360
Xbox 360|DRAGON BALL XENOVERSE|12|13/02/2015|Y|N|N|N|N|N|Y|N|Towa and Mira's Time Breakers have begun interfering with time, and so the Time Patrol, led by Future Trunks and the Future Warrior are sent back in time to stop them.|BANDAI NAMCO ENTERTAINMENT EUROPE S.A.S.|XBox 360
Xbox 360|Tales from the Borderlands: Episode 2 - Atlas Mugged|18|10/02/2015|N|N|N|N|N|N|Y|N|Hyperion's long-standing president, Handsome Jack, has been killed by the most recent Vault Hunter arrivals, and it has been discovered that there are numerous other Vaults scattered throughout the galaxy,...|Telltale Games|XBox 360
Xbox 360|SpongeBob SuperheroPants|7|06/02/2015|N|N|N|N|N|N|Y|N||Activision Blizzard UK Ltd|XBox 360
Xbox 360|Saints Row: Gat Out Of Hell|16|30/01/2015|Y|N|N|N|N|N|Y|N|Stand-a-lone expansion to Saints Row IV. The leader of the Saints has been kidnapped by Satan who wants him to marry his daughter, Jezebel. Johnny and Kinzie travel to Hell and wreak as much havoc as they...|Koch Media GmbH (Austria)|XBox 360
Xbox 360|Life Is Strange Episode 1|16|28/01/2015|Y|N|Y|N|N|N|Y|N|Episodic adventure game following Max Caulfield, a teenage girl with the power to rewind time.|Square Enix Ltd|XBox 360
Xbox 360|Resident Evil (HD Remaster)|18|14/01/2015|N|N|N|N|N|N|Y|N|A series of bizarre murders have occurred on the outskirts of Raccoon City, with signs of cannibalism on the victims' remains. As a member of the Special Tactics And Rescue Service (S.T.A.R.S.) Alpha Team...|CE Europe Ltd.|XBox 360
Xbox 360|Game of Thrones - Episode 2: The Lost Lords|18|13/01/2015|Y|N|N|N|N|N|Y|N|Interactive game taken from the Game of Thrones saga. Follows straight on from episode 1 and will require this episode in order to play.|Telltale Games|XBox 360
Xbox 360|Geometry Wars 3: Dimensions|3|06/01/2015|N|N|N|N|N|N|N|N||Activision Blizzard UK Ltd|XBox 360
Xbox 360|Syberia 2|7|15/12/2014|N|N|N|Y|N|N|Y|N||Anuman Interactive SA|XBox 360
Xbox 360|SYBERIA|7|11/12/2014|N|N|N|N|N|N|Y|N|Control the actions of American lawyer Kate Walker, who is sent to a remote French village in order to finalize the take-over of a toy factory there. Once at the village, Kate learns that the woman who...|Anuman Interactive SA|XBox 360
Xbox 360|Motorcycle Club|3|28/11/2014|N|N|N|N|N|N|N|N||Bigben Interactive SA|XBox 360
Xbox 360|RUGBY 15|3|21/11/2014|N|N|N|N|N|N|N|N||Bigben Interactive SA|XBox 360
Xbox 360|Persona 4 Arena Ultimax|12|18/11/2014|Y|N|N|N|N|N|Y|N|2D fighting game where you fight one on one against an opponent. As well as kicks and punches your player will also have a âPersonaâ; a special character that is summoned briefly to perform further...|SEGA Europe Ltd|XBox 360
Xbox 360|Far Cry 4|18|18/11/2014|Y|N|N|N|N|N|Y|Y|Ajay Ghale returns to his Himalayan homeland to scatter his motherâs ashes, only to be apprehended by eccentric despot, Pagan Min, and embroiled in a bloody civil war.|Ubisoft EMEA|XBox 360
Xbox 360|Dragon Age Inquisition|18|18/11/2014|Y|N|N|N|N|N|Y|N|In Dragon Age: Inquisition the world of Thedas is being torn apart by a massive, mysterious breach in the sky. Players must assume the role of the Inquisitor and lead a team of legendary heroes to uncover...|EA Swiss Sarl|XBox 360
Xbox 360|Game of Thrones - Episode 1|18|18/11/2014|Y|N|N|N|N|N|Y|N|Interactive adventure game based on the Game of Thrones saga.|Telltale Games|XBox 360
Xbox 360|Adventure Time: The Secret of the Nameless Kingdom|7|17/11/2014|N|N|N|N|N|N|Y|N||Little Orbit Europe, LTD.|XBox 360
Xbox 360|JUJU|3|15/11/2014|N|N|N|N|N|N|N|N||Flying Wild Hog Sp. z o.o.|XBox 360
Xbox 360|Digimon All-Star Rumble|7|14/11/2014|N|N|N|N|N|N|Y|N||BANDAI NAMCO ENTERTAINMENT EUROPE S.A.S.|XBox 360
Xbox 360|LEGO Batman 3: Beyond Gotham|7|14/11/2014|N|N|N|Y|N|N|Y|N||Warner Brothers Entertainment UK Ltd|XBox 360
Xbox 360|PES 2015 - Pro Evolution Soccer|3|13/11/2014|N|N|N|N|N|N|N|N||Konami Digital Entertainment BV|XBox 360
Xbox 360|Assassin's Creed Rogue|18|11/11/2014|Y|N|N|N|N|N|Y|N|Assassins Creed Rogue is a 3rd person Action Adventure game. It tells a story of an ancient and everlasting struggle between the Templars and Assassins (fictional rival factions) and focuses on one of...|Ubisoft EMEA|XBox 360
Xbox 360|The Crew|12|11/11/2014|Y|N|N|N|N|N|Y|Y|Framed for your brothers murder, you spend 5 years in jail for a crime you didnât commit when the FBI offers you a deal in exchange for your freedom: drive for them and get revenge on your brother's...|Ubisoft EMEA|XBox 360
Xbox 360|Tales from the Borderlands|18|08/11/2014|N|N|N|N|N|N|Y|N|Youâre going to play two different viewpoints. Rhys works for Hyperion; heâs a company man (a scheming, low-level data-miner within Hyperion) with grand ambitions that have been thrown off the rails....|Telltale Games|XBox 360
Xbox 360|Bioshock Infinite The Complete Edition|18|07/11/2014|Y|N|N|N|Y|N|Y|N|Bioshock Infinite Complete Edition encompasses four games. The original game and Clash in the Clouds DLC are set in floating dystopia, Columbia, in 1912 and focus on Booker DeWittâs attempt to liberate...|Take2 Interactive Software Europe ltd|XBox 360
Xbox 360|RabbidsÂ® Invasion|7|06/11/2014|N|N|N|N|N|N|Y|N||Ubisoft EMEA|XBox 360
Xbox 360|Toybox Turbos|3|06/11/2014|N|N|N|N|N|N|N|N||Codemasters|XBox 360
Xbox 360|Trivial Pursuit Live!|3|05/11/2014|N|N|N|N|N|N|N|N||Ubisoft EMEA|XBox 360
Xbox 360|Call of DutyÂ®: Advanced Warfare|18|04/11/2014|Y|N|N|N|N|N|Y|N|Set in the year 2054, a private military corporation (PMC), Atlas, has emerged with the power to rescue humanity from a devastated world struggling to rebuild after a global attack that devastated the...|Activision Blizzard UK Ltd|XBox 360
Xbox 360|LEGO Batman 3: Beyond Gotham|7|14/11/2014|N|N|N|Y|N|N|Y|N||Warner Brothers Entertainment UK Ltd|XBox 360
Xbox 360|PES 2015 - Pro Evolution Soccer|3|13/11/2014|N|N|N|N|N|N|N|N||Konami Digital Entertainment BV|XBox 360
Xbox 360|Assassin's Creed Rogue|18|11/11/2014|Y|N|N|N|N|N|Y|N|Assassins Creed Rogue is a 3rd person Action Adventure game. It tells a story of an ancient and everlasting struggle between the Templars and Assassins (fictional rival factions) and focuses on one of...|Ubisoft EMEA|XBox 360
Xbox 360|The Crew|12|11/11/2014|Y|N|N|N|N|N|Y|Y|Framed for your brothers murder, you spend 5 years in jail for a crime you didnât commit when the FBI offers you a deal in exchange for your freedom: drive for them and get revenge on your brother's...|Ubisoft EMEA|XBox 360
Xbox 360|Tales from the Borderlands|18|08/11/2014|N|N|N|N|N|N|Y|N|Youâre going to play two different viewpoints. Rhys works for Hyperion; heâs a company man (a scheming, low-level data-miner within Hyperion) with grand ambitions that have been thrown off the rails....|Telltale Games|XBox 360
Xbox 360|Bioshock Infinite The Complete Edition|18|07/11/2014|Y|N|N|N|Y|N|Y|N|Bioshock Infinite Complete Edition encompasses four games. The original game and Clash in the Clouds DLC are set in floating dystopia, Columbia, in 1912 and focus on Booker DeWittâs attempt to liberate...|Take2 Interactive Software Europe ltd|XBox 360
Xbox 360|RabbidsÂ® Invasion|7|06/11/2014|N|N|N|N|N|N|Y|N||Ubisoft EMEA|XBox 360
Xbox 360|Toybox Turbos|3|06/11/2014|N|N|N|N|N|N|N|N||Codemasters|XBox 360
Xbox 360|Trivial Pursuit Live!|3|05/11/2014|N|N|N|N|N|N|N|N||Ubisoft EMEA|XBox 360
Xbox 360|Call of DutyÂ®: Advanced Warfare|18|04/11/2014|Y|N|N|N|N|N|Y|N|Set in the year 2054, a private military corporation (PMC), Atlas, has emerged with the power to rescue humanity from a devastated world struggling to rebuild after a global attack that devastated the...|Activision Blizzard UK Ltd|XBox 360
Xbox 360|Teenage Mutant Ninja Turtles: Danger of the Ooze|12|24/10/2014|N|N|N|N|N|N|Y|N|The Teenage Mutant Ninja Turtles fight through urban, subterranean and interdimensional platform levels, encountering a variety of mutant and robot enemies in their quest to stop the Shredder and his Foot...|Activision Blizzard UK Ltd|XBox 360
Xbox 360|Just Dance 2015|3|23/10/2014|N|N|N|N|N|N|N|N||Ubisoft EMEA|XBox 360
Xbox 360|Borderlands The Pre-Sequel!|18|17/10/2014|Y|N|N|N|Y|N|Y|N||Take2 Interactive Software Europe ltd|XBox 360
Xbox 360|Disney Fantasia: Music Evolved|3|15/10/2014|N|N|N|N|N|N|N|N|Music dance game. Move in accordance with the on screen symbols to gain points.|The Walt Disney Company Ltd|XBox 360
Xbox 360|Risk|7|15/10/2014|N|N|N|N|N|N|Y|N||Ubisoft EMEA|XBox 360
Xbox 360|Skylanders Trap Team|7|10/10/2014|N|N|N|Y|N|N|Y|N||Activision Blizzard UK Ltd|XBox 360
Xbox 360|NBA2K15|3|10/10/2014|N|N|N|N|N|N|N|N||Take2 Interactive Software Europe ltd|XBox 360
Xbox 360|F1 2014|3|10/10/2014|N|N|N|N|N|N|N|N||Codemasters|XBox 360
Xbox 360|Duck Dynasty|16|08/10/2014|N|N|N|N|N|N|Y|N|Play as a member of the Robertson family and engage in outdoor pursuits such as duck hunting, beaver shooting, air boat races etc.|Activision Blizzard UK Ltd|XBox 360
Xbox 360|Middle-Earth: Shadow of Mordor|18|07/10/2014|N|N|N|N|N|N|Y|N|In Middle-Earth: Shadow of Mordor, gamers take on the role of Talion, whose family is slain in front of him the night Sauron and his army return to Mordor, moments before his own life is taken. Resurrected...|Warner Brothers Entertainment UK Ltd|XBox 360
Xbox 360|Teenage Mutant Ninja Turtles: Danger of the Ooze|12|24/10/2014|N|N|N|N|N|N|Y|N|The Teenage Mutant Ninja Turtles fight through urban, subterranean and interdimensional platform levels, encountering a variety of mutant and robot enemies in their quest to stop the Shredder and his Foot...|Activision Blizzard UK Ltd|XBox 360
Xbox 360|Just Dance 2015|3|23/10/2014|N|N|N|N|N|N|N|N||Ubisoft EMEA|XBox 360
Xbox 360|Borderlands The Pre-Sequel!|18|17/10/2014|Y|N|N|N|Y|N|Y|N||Take2 Interactive Software Europe ltd|XBox 360
Xbox 360|Disney Fantasia: Music Evolved|3|15/10/2014|N|N|N|N|N|N|N|N|Music dance game. Move in accordance with the on screen symbols to gain points.|The Walt Disney Company Ltd|XBox 360
Xbox 360|Risk|7|15/10/2014|N|N|N|N|N|N|Y|N||Ubisoft EMEA|XBox 360
Xbox 360|Skylanders Trap Team|7|10/10/2014|N|N|N|Y|N|N|Y|N||Activision Blizzard UK Ltd|XBox 360
Xbox 360|NBA2K15|3|10/10/2014|N|N|N|N|N|N|N|N||Take2 Interactive Software Europe ltd|XBox 360
